1081201270	20230121	202301	2023	2023.0575	IND	KARNATAKA	IND								JUD	HIGH COURT						JUD			1	172	172	17	4	-5.0	8	2	8	-0.162509692426985	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20230121123000	https://www.latestly.com/india/news/karnataka-high-court-fines-father-rs-25000-for-defying-its-order-gives-child-custody-to-mother-4741578.html
1081201271	20230121	202301	2023	2023.0575	IND	KARNATAKA	IND								PTY	PARTY LEADER									0	043	043	04	1	2.8	1	1	1	5.58035714285715	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230121123000	https://www.prokerala.com/news/articles/a1383859.html
1081201272	20230121	202301	2023	2023.0575	IND	KARNATAKA	IND								PTY	PARTY LEADER									0	043	043	04	1	2.8	1	1	1	5.58035714285715	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20230121123000	https://www.prokerala.com/news/articles/a1383859.html
1081201273	20230121	202301	2023	2023.0575	INDGOV	HINDUSTAN	IND					GOV													1	010	010	01	1	0.0	4	1	1	2.74809160305343	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	0								4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20230121123000	https://www.cartoq.com/next-gen-hindustan-ambassador-rumours-we-explain-whats-going-on/
1081201274	20230121	202301	2023	2023.0575	INDGOV	KARNATAKA	IND					GOV													0	173	173	17	4	-5.0	6	1	6	-1.05932203389831	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20230121123000	https://www.prokerala.com/news/articles/a1383864.html
1081201275	20230121	202301	2023	2023.0575	INDGOV	KARNATAKA	IND					GOV													0	190	190	19	4	-10.0	6	1	6	-0.75757575757576	4	Belagavi, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	0								4	Belagavi, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	20230121123000	https://www.prokerala.com/news/articles/a1383862.html
1081201276	20230121	202301	2023	2023.0575	INDGOV	KARNATAKA	IND					GOV			IND	KARNATAKA	IND								0	190	190	19	4	-10.0	6	1	6	-1.05932203389831	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20230121123000	https://www.prokerala.com/news/articles/a1383864.html
1081201277	20230121	202301	2023	2023.0575	INDJUD	KARNATAKA	IND					JUD													1	051	051	05	1	3.4	4	2	4	-0.162509692426985	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	0								5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20230121123000	https://www.latestly.com/india/news/karnataka-high-court-fines-father-rs-25000-for-defying-its-order-gives-child-custody-to-mother-4741578.html
1081201278	20230121	202301	2023	2023.0575	INDJUD	KARNATAKA	IND					JUD													1	172	172	17	4	-5.0	4	2	4	-0.162509692426985	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	0								5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20230121123000	https://www.latestly.com/india/news/karnataka-high-court-fines-father-rs-25000-for-defying-its-order-gives-child-custody-to-mother-4741578.html
1081201279	20230121	202301	2023	2023.0575	IRL	IRELAND	IRL								JOR	JORDAN	JOR								1	042	042	04	1	1.9	2	1	2	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201280	20230121	202301	2023	2023.0575	IRL	IRELAND	IRL								JOR	JORDAN	JOR								1	042	042	04	1	1.9	2	1	2	1.94508009153318	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201281	20230121	202301	2023	2023.0575	IRLGOV	IRELAND	IRL					GOV													1	010	010	01	1	0.0	1	1	1	-3.68550368550369	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20230121123000	https://www.rte.ie/news/politics/2023/0121/1349999-fine-gael/
1081201282	20230121	202301	2023	2023.0575	IRLREL	IRELAND	IRL								CHRPRO921	THE CHRISTIAN COMMUNITY				CHR	PRO				1	036	036	03	1	4.0	2	1	2	1.94508009153318	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201283	20230121	202301	2023	2023.0575	IRLREL	IRELAND	IRL								CHRPRO921	THE CHRISTIAN COMMUNITY				CHR	PRO				1	036	036	03	1	4.0	2	1	2	1.94508009153318	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201284	20230121	202301	2023	2023.0575	IRLREL	IRELAND	IRL								JOR	JORDAN	JOR								1	042	042	04	1	1.9	4	1	4	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201285	20230121	202301	2023	2023.0575	IRLREL	IRELAND	IRL								JOR	JORDAN	JOR								1	042	042	04	1	1.9	2	1	2	1.94508009153318	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201286	20230121	202301	2023	2023.0575	IRLREL	IRELAND	IRL								JOR	JORDAN	JOR								1	042	042	04	1	1.9	2	1	2	1.94508009153318	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201287	20230121	202301	2023	2023.0575	IRN	IRAN	IRN																		1	1822	182	18	4	-9.0	4	1	4	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	0								4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201288	20230121	202301	2023	2023.0575	IRN	IRAN	IRN																		0	193	193	19	4	-10.0	3	1	3	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	0								4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201289	20230121	202301	2023	2023.0575	IRN	KURDISTAN	IRN								GOV	GOVERNMENT						GOV			0	010	010	01	1	0.0	3	1	3	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201290	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								GOV	REGIME						GOV			1	141	141	14	3	-6.5	1	1	1	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201291	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								IRQ	IRAQ	IRQ								1	042	042	04	1	1.9	1	1	1	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201292	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								IRQ	IRAQ	IRQ								1	042	042	04	1	1.9	1	1	1	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201293	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								IRQ	IRAQ	IRQ								1	042	042	04	1	1.9	1	1	1	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201294	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								IRQ	IRAQ	IRQ								1	042	042	04	1	1.9	1	1	1	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201295	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								IRQ	IRAQI	IRQ								1	080	080	08	2	5.0	3	1	2	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201296	20230121	202301	2023	2023.0575	IRN	IRANIAN	IRN								IRQ	IRAQI KURDISTAN	IRQ								0	080	080	08	2	5.0	8	1	8	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201297	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								IRQ	IRAQ	IRQ								1	080	080	08	2	5.0	2	1	2	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201298	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								IRQ	IRAQ	IRQ								1	080	080	08	2	5.0	2	1	2	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201299	20230121	202301	2023	2023.0575	IRN	KURDISTAN	IRN								IRQ	IRAQ	IRQ								1	0841	084	08	2	7.0	3	1	3	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201300	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								IRQ	IRAQ	IRQ								1	0841	084	08	2	7.0	1	1	1	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201301	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								IRQ	IRAQI	IRQ								0	192	192	19	4	-9.5	4	1	2	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201302	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								IRQ	IRAQI	IRQ								0	192	192	19	4	-9.5	8	1	8	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201303	20230121	202301	2023	2023.0575	IRN	IRANIAN	IRN								IRQ	IRAQ	IRQ								0	192	192	19	4	-9.5	2	1	2	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201304	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								MIL	MILITARY						MIL			1	051	051	05	1	3.4	10	1	10	3.17460317460318	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20230121123000	https://www.terrorism-info.org.il/en/c/in-depth-and-foundation-studies/
1081201305	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								MOS	IMAM				MOS					1	042	042	04	1	1.9	10	1	10	3.17460317460318	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20230121123000	https://www.terrorism-info.org.il/en/c/in-depth-and-foundation-studies/
1081201306	20230121	202301	2023	2023.0575	IRN	IRAN	IRN								MOS	ISLAMIC				MOS					1	061	061	06	2	6.4	10	1	10	3.17460317460318	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20230121123000	https://www.terrorism-info.org.il/en/c/in-depth-and-foundation-studies/
1081201307	20230121	202301	2023	2023.0575	IRNOPP	IRANIAN	IRN					OPP			IRQ	IRAQ	IRQ								0	192	192	19	4	-9.5	6	1	6	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201308	20230121	202301	2023	2023.0575	IRQ	IRAQI KURDISTAN	IRQ																		0	020	020	02	1	3.0	1	1	1	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	0								4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201309	20230121	202301	2023	2023.0575	IRQ	IRAQI KURDISTAN	IRQ								EUR	EUROPE	EUR								0	020	020	02	1	3.0	1	1	1	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201310	20230121	202301	2023	2023.0575	IRQ	IRAQ	IRQ								HLH	DOCTOR						HLH			1	043	043	04	1	2.8	2	1	2	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201311	20230121	202301	2023	2023.0575	IRQ	IRAQ	IRQ								HLH	DOCTOR						HLH			1	043	043	04	1	2.8	4	1	4	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201312	20230121	202301	2023	2023.0575	IRQ	IRAQI	IRQ								IRN	IRAN	IRN								0	020	020	02	1	3.0	2	1	2	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201313	20230121	202301	2023	2023.0575	IRQ	IRAQ	IRQ								IRN	IRAN	IRN								0	020	020	02	1	3.0	4	1	4	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201314	20230121	202301	2023	2023.0575	IRQ	IRAQ	IRQ								IRN	IRAN	IRN								0	020	020	02	1	3.0	2	1	2	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201315	20230121	202301	2023	2023.0575	IRQ	IRAQ	IRQ								IRN	IRAN	IRN								1	043	043	04	1	2.8	2	1	2	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201316	20230121	202301	2023	2023.0575	IRQ	IRAQ	IRQ								IRN	IRAN	IRN								1	043	043	04	1	2.8	2	1	2	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201317	20230121	202301	2023	2023.0575	IRQ	IRAQI	IRQ								IRN	IRANIAN	IRN								0	172	172	17	4	-5.0	2	1	2	-8	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201318	20230121	202301	2023	2023.0575	IRQ	IRAQI KURDISTAN	IRQ								IRN	IRANIAN	IRN								0	172	172	17	4	-5.0	8	1	8	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201319	20230121	202301	2023	2023.0575	ISR	ISRAEL	ISR																		1	120	120	12	3	-4.0	10	1	10	-2.21238938053097	1	Trinidad And Tobago	TD	TD		11	-61	TD	0								1	Trinidad And Tobago	TD	TD		11	-61	TD	20230121123000	https://trinidadexpress.com/newsextra/israel-asked-about-3-rejected-ballots/article_080463da-997d-11ed-b955-77345f17fcdd.html
1081201320	20230121	202301	2023	2023.0575	ITA	ITALIA	ITA								GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	2	1	2	3.13111545988258	4	Holmfirth, Kirklees, United Kingdom	UK	UKG8	40138	53.55	-1.76667	-2598908	4	Holmfirth, Kirklees, United Kingdom	UK	UKG8	40138	53.55	-1.76667	-2598908	4	Holmfirth, Kirklees, United Kingdom	UK	UKG8	40138	53.55	-1.76667	-2598908	20230121123000	https://www.thetelegraphandargus.co.uk/news/23254079.passion-classic-cars-unites-friendly-club/
1081201321	20230121	202301	2023	2023.0575	JOR	JORDAN	JOR																		0	042	042	04	1	1.9	5	1	5	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	0								4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201322	20230121	202301	2023	2023.0575	JOR	JORDAN	JOR																		0	070	070	07	2	7.0	5	1	5	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	0								4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201323	20230121	202301	2023	2023.0575	JOR	JORDAN	JOR								CHR	CHRISTIAN				CHR					0	042	042	04	1	1.9	5	1	5	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201324	20230121	202301	2023	2023.0575	JOR	JORDAN	JOR								CHR	CHRISTIAN				CHR					0	070	070	07	2	7.0	5	1	5	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
