1079963534	20230113	202301	2023	2023.0356	MED	BLOG						MED			FRA	FRANCE	FRA								0	010	010	01	1	0.0	2	1	2	-3.08285163776493	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20230113030000	https://ktvz.com/lifestyle/technology/cnn-social-media-technology/2023/01/12/google-claims-a-supreme-court-defeat-would-transform-the-internet-for-the-worse/
1079963535	20230113	202301	2023	2023.0356	MED	BLOG						MED			FRAJUD	FRANCE	FRA					JUD			0	010	010	01	1	0.0	2	1	2	-3.08285163776493	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20230113030000	https://ktvz.com/lifestyle/technology/cnn-social-media-technology/2023/01/12/google-claims-a-supreme-court-defeat-would-transform-the-internet-for-the-worse/
1079963536	20230113	202301	2023	2023.0356	MED	SPOKESMAN						MED			GOV	GOVERNOR						GOV			0	042	042	04	1	1.9	6	1	6	1.91780821917808	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20230113030000	https://www.telegraphherald.com/ap/politics/article_45f04910-92df-11ed-a63e-8f479bf011fd.html
1079963537	20230113	202301	2023	2023.0356	MED	NEWS AGENCY						MED			GOVHLH	HEALTH MINIST						GOV	HLH		1	010	010	01	1	0.0	4	1	4	1.11524163568773	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20230113030000	https://www.india.com/news/india/kerala-new-guidelines-catering-services-licence-mandatory-health-card-non-veg-mayonnaise-banned-5850972/
1079963538	20230113	202301	2023	2023.0356	MED	NEWS AGENCY						MED			IND	KERALA	IND								1	010	010	01	1	0.0	4	1	4	1.11524163568773	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20230113030000	https://www.india.com/news/india/kerala-new-guidelines-catering-services-licence-mandatory-health-card-non-veg-mayonnaise-banned-5850972/
1079963539	20230113	202301	2023	2023.0356	MED	NEWS AGENCY						MED			INDGOVHLH	KERALA	IND					GOV	HLH		1	010	010	01	1	0.0	2	1	2	1.11524163568773	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20230113030000	https://www.india.com/news/india/kerala-new-guidelines-catering-services-licence-mandatory-health-card-non-veg-mayonnaise-banned-5850972/
1079963540	20230113	202301	2023	2023.0356	MED	WEBSITE						MED			IRN	IRAN	IRN								1	1124	112	11	3	-2.0	4	1	4	-5.24246395806029	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20230113030000	https://www.voanews.com/a/iran-media-say-british-iranian-facing-execution-had-ties-to-scientist-s-killing-/6916619.html
1079963541	20230113	202301	2023	2023.0356	MED	BLOG						MED			JUD	COUNSEL						JUD			0	010	010	01	1	0.0	6	1	6	-3.08285163776493	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20230113030000	https://ktvz.com/lifestyle/technology/cnn-social-media-technology/2023/01/12/google-claims-a-supreme-court-defeat-would-transform-the-internet-for-the-worse/
1079963542	20230113	202301	2023	2023.0356	MED	SPOKESMAN						MED			USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	1	4	1.91780821917808	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20230113030000	https://www.telegraphherald.com/ap/politics/article_45f04910-92df-11ed-a63e-8f479bf011fd.html
1079963543	20230113	202301	2023	2023.0356	MED	NEWSPAPER						MED			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	1	2	-0.15128593040848	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230113030000	https://www.dawn.com/news/1731401/biden-discovery-undermines-effort-to-hold-trump-responsible-for-leaks
1079963544	20230113	202301	2023	2023.0356	MED	NEWSPAPER						MED			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	1	2	-0.15128593040848	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230113030000	https://www.dawn.com/news/1731401/biden-discovery-undermines-effort-to-hold-trump-responsible-for-leaks
1079963545	20230113	202301	2023	2023.0356	MED	WRITER						MED			USA	UNITED STATES	USA								1	1821	182	18	4	-9.0	4	1	4	-6.72268907563025	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230113030000	https://apnews.com/article/politics-legal-proceedings-donald-trump-manhattan-new-york-77599693cb38b8c3c54477901398d602
1079963546	20230113	202301	2023	2023.0356	MEX	MEXICAN	MEX																		1	020	020	02	1	3.0	2	1	2	-3.42979635584138	3	El Paso, Texas, United States	US	USTX	TX141	31.7587	-106.487	1380946	0								3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	20230113030000	https://www.cbs8.com/article/news/local/us-launches-online-system-to-seek-asylum/509-ab2b7ccb-0080-4fe7-b7ba-145b656f026b
1079963547	20230113	202301	2023	2023.0356	MEX	MEXICAN	MEX																		1	020	020	02	1	3.0	8	1	8	-3.42979635584138	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20230113030000	https://www.cbs8.com/article/news/local/us-launches-online-system-to-seek-asylum/509-ab2b7ccb-0080-4fe7-b7ba-145b656f026b
1079963548	20230113	202301	2023	2023.0356	MIL	ARMY						MIL													0	013	013	01	1	0.4	10	1	10	-0.666111573688601	3	Fort Jackson, South Carolina, United States	US	USSC	SC079	34.0476	-80.8334	2512203	0								3	Fort Jackson, South Carolina, United States	US	USSC		34.0476	-80.8334	2512203	20230113030000	https://www.fox6now.com/news/army-expands-program-recruits-dont-meet-weight-test-requirements-recruiting-crisis-deepens
1079963549	20230113	202301	2023	2023.0356	MIL	NAVY						MIL													0	020	020	02	1	3.0	6	1	6	-0.666111573688601	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230113030000	https://www.fox6now.com/news/army-expands-program-recruits-dont-meet-weight-test-requirements-recruiting-crisis-deepens
1079963550	20230113	202301	2023	2023.0356	MIL	ARMY						MIL													0	020	020	02	1	3.0	14	1	10	-0.666111573688601	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20230113030000	https://www.fox6now.com/news/army-expands-program-recruits-dont-meet-weight-test-requirements-recruiting-crisis-deepens
1079963551	20230113	202301	2023	2023.0356	MIL	ARMY						MIL													0	036	036	03	1	4.0	10	1	10	-0.666111573688601	3	Fort Benning, Georgia, United States	US	USGA	GA053	32.3524	-84.9688	355875	0								3	Fort Benning, Georgia, United States	US	USGA		32.3524	-84.9688	355875	20230113030000	https://www.fox6now.com/news/army-expands-program-recruits-dont-meet-weight-test-requirements-recruiting-crisis-deepens
1079963552	20230113	202301	2023	2023.0356	MIL	ARMY STAFF						MIL													1	040	040	04	1	1.0	20	1	20	2.08333333333333	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20230113030000	https://www.ptinews.com/news/international/top-us-general--pak-chief-of-army-staff-discuss-current-security-environment-over-phone/493477.html
1079963553	20230113	202301	2023	2023.0356	MIL	MILITARY						MIL			BRAGOV	BRAZIL	BRA					GOV			1	020	020	02	1	3.0	1	1	1	-8.06045340050378	4	Getulio Vargas, Rio Grande do Sul, Brazil	BR	BR23	10317	-27.8333	-52.2667	-644797	4	Getulio Vargas, Rio Grande do Sul, Brazil	BR	BR23	10317	-27.8333	-52.2667	-644797	4	Getulio Vargas, Rio Grande do Sul, Brazil	BR	BR23	10317	-27.8333	-52.2667	-644797	20230113030000	https://www.ibtimes.com/violent-spark-followed-fizzle-bolsonarismo-spent-3656523
1079963554	20230113	202301	2023	2023.0356	MIL	COAST GUARD						MIL			BUS	TANKER						BUS			1	036	036	03	1	4.0	10	1	10	0	3	Kodiak, Alaska, United States	US	USAK	AK150	57.79	-152.407	1404875	3	Kodiak, Alaska, United States	US	USAK	AK150	57.79	-152.407	1404875	3	Kodiak, Alaska, United States	US	USAK	AK150	57.79	-152.407	1404875	20230113030000	https://www.marinelink.com/news/injured-mariner-medevaced-tanker-off-502130
1079963555	20230113	202301	2023	2023.0356	MIL	CARRIER						MIL			CHN	CHINA	CHN								1	194	194	19	4	-10.0	10	1	10	1.81818181818182	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20230113030000	http://usa.chinadaily.com.cn/a/202301/13/WS63c0aed8a31057c47eba9572.html
1079963556	20230113	202301	2023	2023.0356	MIL	MILITARY						MIL			GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	4	1	4	-8.06045340050378	4	Getulio Vargas, Rio Grande do Sul, Brazil	BR	BR23	10317	-27.8333	-52.2667	-644797	4	Getulio Vargas, Rio Grande do Sul, Brazil	BR	BR23	10317	-27.8333	-52.2667	-644797	4	Getulio Vargas, Rio Grande do Sul, Brazil	BR	BR23	10317	-27.8333	-52.2667	-644797	20230113030000	https://www.ibtimes.com/violent-spark-followed-fizzle-bolsonarismo-spent-3656523
1079963557	20230113	202301	2023	2023.0356	MIL	ARMY						MIL			GOV	HOME MINIST						GOV			0	036	036	03	1	4.0	1	1	1	-2.98210735586481	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20230113030000	http://risingkashmir.com/hm-to-meet-rajouri-terror-victims
1079963558	20230113	202301	2023	2023.0356	MIL	ARMY						MIL			GOV	HOME MINIST						GOV			0	036	036	03	1	4.0	1	1	1	-2.98210735586481	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Rajouri, Jammu and Kashmir, India	IN	IN12	72831	33.25	74.25	-2108702	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20230113030000	http://risingkashmir.com/hm-to-meet-rajouri-terror-victims
1079963559	20230113	202301	2023	2023.0356	MIL	ARMY						MIL			GOV	HOME MINIST						GOV			0	040	040	04	1	1.0	1	1	1	-2.98210735586481	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230113030000	http://risingkashmir.com/hm-to-meet-rajouri-terror-victims
1079963560	20230113	202301	2023	2023.0356	MIL	ARMY						MIL			GOV	HOME MINIST						GOV			0	040	040	04	1	1.0	1	1	1	-2.98210735586481	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Rajouri, Jammu and Kashmir, India	IN	IN12	72831	33.25	74.25	-2108702	4	Rajouri, Jammu and Kashmir, India	IN	IN12	72831	33.25	74.25	-2108702	20230113030000	http://risingkashmir.com/hm-to-meet-rajouri-terror-victims
1079963561	20230113	202301	2023	2023.0356	MIL	MILITARY						MIL			GOV	GOVERNOR						GOV			1	141	141	14	3	-6.5	3	1	3	-8.06045340050378	4	Getulio Vargas, Rio Grande do Sul, Brazil	BR	BR23	10317	-27.8333	-52.2667	-644797	4	Getulio Vargas, Rio Grande do Sul, Brazil	BR	BR23	10317	-27.8333	-52.2667	-644797	4	Getulio Vargas, Rio Grande do Sul, Brazil	BR	BR23	10317	-27.8333	-52.2667	-644797	20230113030000	https://www.ibtimes.com/violent-spark-followed-fizzle-bolsonarismo-spent-3656523
1079963562	20230113	202301	2023	2023.0356	MIL	MILITARY						MIL			GOVMIL	DEPARTMENT OF DEFENSE						GOV	MIL		1	010	010	01	1	0.0	10	1	10	-0.9009009009009	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20230113030000	https://www.kugn.com/news/us-considers-sending-strykers-to-ukraine/
1079963563	20230113	202301	2023	2023.0356	MIL	DESTROYER						MIL			IGOWSTNAT	NATO	WST	NAT				IGO			0	195	195	19	4	-10.0	5	1	5	-1.80658873538789	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20230113030000	https://www.greanvillepost.com/2023/01/12/military-intervention-cannot-overthrow-the-venezuelan-government/
1079963564	20230113	202301	2023	2023.0356	MIL	AIRCRAFT CARRIER						MIL			IGOWSTNAT	NATO	WST	NAT				IGO			0	195	195	19	4	-10.0	5	1	5	-1.80658873538789	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20230113030000	https://www.greanvillepost.com/2023/01/12/military-intervention-cannot-overthrow-the-venezuelan-government/
1079963565	20230113	202301	2023	2023.0356	MIL	COAST GUARD						MIL			LBR	LIBERIA	LBR								1	020	020	02	1	3.0	4	1	4	0	2	Alaska, United States	US	USAK		61.385	-152.268	AK	3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	20230113030000	https://www.marinelink.com/news/injured-mariner-medevaced-tanker-off-502130
1079963566	20230113	202301	2023	2023.0356	MIL	COAST GUARD						MIL			LBR	LIBERIA	LBR								1	020	020	02	1	3.0	6	1	6	0	2	Alaska, United States	US	USAK		61.385	-152.268	AK	3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20230113030000	https://www.marinelink.com/news/injured-mariner-medevaced-tanker-off-502130
1079963567	20230113	202301	2023	2023.0356	MIL	LAND FORCE						MIL			VEN	VENEZUELAN	VEN								0	194	194	19	4	-10.0	10	1	10	-1.80658873538789	1	Brazil	BR	BR		-10	-55	BR	4	Lake Maracaibo, Zulia, Venezuela	VE	VE23		9.81576	-71.5565	-952510	4	Lake Maracaibo, Zulia, Venezuela	VE	VE23		9.81576	-71.5565	-952510	20230113030000	https://www.greanvillepost.com/2023/01/12/military-intervention-cannot-overthrow-the-venezuelan-government/
1079963568	20230113	202301	2023	2023.0356	MNCCAN	TIM HORTONS	CAN					MNC			MNCUSA	STARBUCKS	USA					MNC			1	014	014	01	1	0.0	5	1	5	0.589970501474924	0								0								0								20230113030000	https://www.wxyz.com/news/chazzano-coffee-roasters-opens-in-downtown-berkley-with-over-35-coffee-varieties
1079963569	20230113	202301	2023	2023.0356	MNCUSA	PANERA BREAD	USA					MNC													0	090	090	09	2	-2.0	2	1	2	-2.31660231660232	1	Aruba	AA	AA		12.5	-69.966667	AA	0								1	Aruba	AA	AA		12.5	-69.966667	AA	20230113030000	https://www.wvgazettemail.com/news/politics/mooney-votes-for-house-rules-package-ethics-advocates-say-will-weaken-office-that-investigated-him/article_5e259eaf-87ae-5ead-9ab3-18c5c406df70.html
1079963570	20230113	202301	2023	2023.0356	MNCUSA	PANERA BREAD	USA					MNC													0	090	090	09	2	-2.0	3	1	3	-2.31660231660232	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20230113030000	https://www.wvgazettemail.com/news/politics/mooney-votes-for-house-rules-package-ethics-advocates-say-will-weaken-office-that-investigated-him/article_5e259eaf-87ae-5ead-9ab3-18c5c406df70.html
1079963571	20230113	202301	2023	2023.0356	MNCUSAMED	GOOGLE	USA					MNC	MED												1	090	090	09	2	-2.0	10	1	10	-1.95530726256983	0								0								0								20230113030000	https://www.wxyz.com/news/region/detroit/animal-rescue-workers-turn-detective-overnight-to-find-three-dogs-that-were-still-missing-after-being-stolen
1079963572	20230113	202301	2023	2023.0356	MNCUSAMED	GOOGLE	USA					MNC	MED		JUD	SUPREME COURT						JUD			1	020	020	02	1	3.0	5	1	5	-3.08285163776493	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20230113030000	https://ktvz.com/lifestyle/technology/cnn-social-media-technology/2023/01/12/google-claims-a-supreme-court-defeat-would-transform-the-internet-for-the-worse/
1079963573	20230113	202301	2023	2023.0356	MNCUSAMED	GOOGLE	USA					MNC	MED		USA	A US	USA								1	020	020	02	1	3.0	10	1	10	-3.08285163776493	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20230113030000	https://ktvz.com/lifestyle/technology/cnn-social-media-technology/2023/01/12/google-claims-a-supreme-court-defeat-would-transform-the-internet-for-the-worse/
1079963574	20230113	202301	2023	2023.0356	NGOHLHIRC	RED CROSS		IRC				NGO	HLH		CVL	RESIDENTS						CVL			1	060	060	06	2	6.0	10	1	10	-5.12048192771084	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20230113030000	https://www.mdjonline.com/news/local/storms-damage-18-homes-warehouse-in-austell/article_bc5a12bc-9284-11ed-ba99-5f837a85ba4c.html
1079963575	20230113	202301	2023	2023.0356	NRMRAC020	CREATIVITY				NRM															0	010	010	01	1	0.0	10	1	10	0.63775510204081	1	Pakistan	PK	PK		30	70	PK	0								1	Pakistan	PK	PK		30	70	PK	20230113030000	https://www.dawn.com/news/1731417/strong-foundations
1079963576	20230113	202301	2023	2023.0356	NZL	NEW ZEALAND	NZL																		1	012	012	01	1	-0.4	10	1	10	-4.27807486631016	4	Glen Eden, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.9167	174.65	-1509939	0								4	Glen Eden, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.9167	174.65	-1509939	20230113030000	http://www.msn.com/en-nz/news/national/my-car-died-motorists-find-water-in-tanks-after-filling-up-at-auckland-petrol-station/ar-AA16i4aC
1079963577	20230113	202301	2023	2023.0356	OPP	ACTIVIST						OPP													1	081	081	08	2	5.0	2	1	2	-8.47723704866566	4	Doda Khan, Balochistan, Pakistan	PK	PK02	23684	28.4886	68.0999	10677137	0								4	Doda Khan, Balochistan, Pakistan	PK	PK02	23684	28.4886	68.0999	10677137	20230113030000	https://www.dawn.com/news/1731343/mpa-jam-owais-four-others-acquitted-in-jokhio-murder-case
1079963578	20230113	202301	2023	2023.0356	OPP	PROTESTER						OPP			AFG	AFGHANISTAN	AFG								1	010	010	01	1	0.0	3	1	3	3.72340425531915	4	Angor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	4	Angor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	4	Angor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	20230113030000	https://www.dawn.com/news/1731293/wana-people-end-sit-in-after-agreement
1079963579	20230113	202301	2023	2023.0356	OPP	PROTESTER						OPP			AFG	AFGHANISTAN	AFG								0	030	030	03	1	4.0	4	1	4	3.72340425531915	4	Angor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	4	Angor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	4	Angor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	20230113030000	https://www.dawn.com/news/1731293/wana-people-end-sit-in-after-agreement
1079963580	20230113	202301	2023	2023.0356	OPP	PROTESTER						OPP			COP	DEPUTY						COP			1	010	010	01	1	0.0	3	1	3	3.72340425531915	4	Angor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	4	Angor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	4	Angor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	20230113030000	https://www.dawn.com/news/1731293/wana-people-end-sit-in-after-agreement
1079963581	20230113	202301	2023	2023.0356	OPP	PROTESTER						OPP			GOV	GOVERNMENT						GOV			0	030	030	03	1	4.0	6	1	6	3.72340425531915	4	Angor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	4	Angor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	4	Angor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	20230113030000	https://www.dawn.com/news/1731293/wana-people-end-sit-in-after-agreement
1079963582	20230113	202301	2023	2023.0356	OPP	ACTIVIST						OPP			PAK	PAKISTAN	PAK								1	081	081	08	2	5.0	6	1	6	-8.47723704866566	4	Doda Khan, Balochistan, Pakistan	PK	PK02	23684	28.4886	68.0999	10677137	4	Doda Khan, Balochistan, Pakistan	PK	PK02	23684	28.4886	68.0999	10677137	4	Doda Khan, Balochistan, Pakistan	PK	PK02	23684	28.4886	68.0999	10677137	20230113030000	https://www.dawn.com/news/1731343/mpa-jam-owais-four-others-acquitted-in-jokhio-murder-case
1079963583	20230113	202301	2023	2023.0356	PAK	ISLAMABAD	PAK																		0	010	010	01	1	0.0	4	1	4	-0.94876660341556	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Gilgit-Baltistan, Northern Areas, Pakistan	PK	PK07	40421	36	75	10789791	20230113030000	https://www.dawn.com/news/1731301/punjab-govt-prioritises-tourists-safety-during-snowfall-in-murree
1079963584	20230113	202301	2023	2023.0356	PAK	PAKISTAN	PAK																		0	010	010	01	1	0.0	1	1	1	-5.71428571428572	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	0								4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20230113030000	https://www.dawn.com/news/1731342/murder-charges-included-in-fir-of-girls-death-at-seaview
1079963585	20230113	202301	2023	2023.0356	PAK	PAKISTAN	PAK																		1	010	010	01	1	0.0	8	2	8	-3.43988001324529	4	Peshawar, North-West Frontier, Pakistan	PK	PK03	40347	34.0078	71.5733	-2771364	0								4	Peshawar, North-West Frontier, Pakistan	PK	PK03	40347	34.0078	71.5733	-2771364	20230113030000	https://www.thenews.com.pk/print/1030118-phc-expresses-anger-over-flour-crisis-in-kp
1079963586	20230113	202301	2023	2023.0356	PAK	PAKISTAN	PAK																		0	010	010	01	1	0.0	2	1	2	-0.94876660341556	4	Gilgit-Baltistan, Northern Areas, Pakistan	PK	PK07	40421	36	75	10789791	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230113030000	https://www.dawn.com/news/1731301/punjab-govt-prioritises-tourists-safety-during-snowfall-in-murree
1079963587	20230113	202301	2023	2023.0356	PAK	PAKISTAN	PAK																		0	010	010	01	1	0.0	4	1	4	-0.94876660341556	4	Gilgit-Baltistan, Northern Areas, Pakistan	PK	PK07	40421	36	75	10789791	0								4	Gilgit-Baltistan, Northern Areas, Pakistan	PK	PK07	40421	36	75	10789791	20230113030000	https://www.dawn.com/news/1731301/punjab-govt-prioritises-tourists-safety-during-snowfall-in-murree
1079963588	20230113	202301	2023	2023.0356	PAK	PAKISTAN	PAK																		1	012	012	01	1	-0.4	4	1	4	0	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	0								4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20230113030000	https://www.thenews.com.pk/print/1030125-no-deal-with-elahi-fawad
1079963589	20230113	202301	2023	2023.0356	PAK	PAKISTAN	PAK																		1	015	015	01	1	0.0	1	1	1	-8.47723704866566	4	Doda Khan, Balochistan, Pakistan	PK	PK02	23684	28.4886	68.0999	10677137	0								4	Doda Khan, Balochistan, Pakistan	PK	PK02	23684	28.4886	68.0999	10677137	20230113030000	https://www.dawn.com/news/1731343/mpa-jam-owais-four-others-acquitted-in-jokhio-murder-case
1079963590	20230113	202301	2023	2023.0356	PAK	PAKISTAN	PAK																		0	016	016	01	1	-2.0	10	1	10	-0.9009009009009	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230113030000	https://www.thenews.com.pk/print/1030123-alvi-blames-social-media-for-differences-between-imran-bajwa
1079963591	20230113	202301	2023	2023.0356	PAK	PAKISTAN	PAK																		0	017	017	01	1	0.0	4	1	4	-0.38610038610039	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	0								4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20230113030000	https://www.thenews.com.pk/print/1029953-elahi-signs-summary-for-pa-dissolution-pti-sets-sights-on-punjab-interim-set-up
1079963592	20230113	202301	2023	2023.0356	PAK	ISLAMABAD	PAK																		1	020	020	02	1	3.0	5	1	5	-6.41025641025641	4	Gilgit-Baltistan, Northern Areas, Pakistan	PK	PK07	40421	36	75	10789791	0								4	Gilgit-Baltistan, Northern Areas, Pakistan	PK	PK07	40421	36	75	10789791	20230113030000	https://www.pakistantelegraph.com/news/273358526/drap-advised-to-maintain-availability-of-diphtheria-medication
1079963593	20230113	202301	2023	2023.0356	PAK	PAKISTAN	PAK																		0	026	026	02	1	4.0	4	1	4	-3.601108033241	4	Jamshoro, Sindh, Pakistan	PK	PK05	23693	25.4394	68.2903	-2763206	0								4	Jamshoro, Sindh, Pakistan	PK	PK05	23693	25.4394	68.2903	-2763206	20230113030000	https://www.dawn.com/news/1731402/sindh-puts-off-lg-elections-in-karachi-and-dadu
