1081057744	20230120	202301	2023	2023.0548	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	1.03806228373703	3	Anne Arundel County, Maryland, United States	US	USMD	MD003	39.0001	-76.6164	1710958	3	Anne Arundel County, Maryland, United States	US	USMD		39.0001	-76.6164	1710958	3	Anne Arundel County, Maryland, United States	US	USMD		39.0001	-76.6164	1710958	20230120131500	https://www.eyeonannapolis.net/2023/01/daily-news-brief-january-20-2023/
1081057745	20230120	202301	2023	2023.0548	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	050	050	05	1	3.5	4	1	4	-1.80505415162455	3	Aptos, California, United States	US	USCA	CA087	36.9772	-121.899	1657939	3	Aptos, California, United States	US	USCA	CA087	36.9772	-121.899	1657939	3	Aptos, California, United States	US	USCA	CA087	36.9772	-121.899	1657939	20230120131500	https://www.washingtonpost.com/politics/2023/01/20/biden-anniversary-mayors-kaine-senate/
1081057746	20230120	202301	2023	2023.0548	GOV	MAYOR						GOV			USA	RHODE ISLAND	USA								1	060	060	06	2	6.0	5	1	5	5.15806988352745	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20230120131500	https://www.golocalprov.com/news/ripta-defends-hiring-fungs-firm-for-lobbying
1081057747	20230120	202301	2023	2023.0548	GOV	GOVERNMENT						GOV			USA	UNITED STATES	USA								0	1721	172	17	4	-5.0	4	1	4	-2.45283018867924	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20230120131500	https://www.jhnewsandguide.com/news/schools/local/aclu-education-association-opposes-parent-rights-bill/article_6c2d9dbf-76bf-5479-9b90-4e713cc647d6.html
1081057748	20230120	202301	2023	2023.0548	GOV	PRESIDENT						GOV			USAGOV	THE WHITE HOUSE	USA					GOV			1	050	050	05	1	3.5	6	1	6	-1.80505415162455	3	Aptos, California, United States	US	USCA	CA087	36.9772	-121.899	1657939	3	Aptos, California, United States	US	USCA	CA087	36.9772	-121.899	1657939	3	Aptos, California, United States	US	USCA	CA087	36.9772	-121.899	1657939	20230120131500	https://www.washingtonpost.com/politics/2023/01/20/biden-anniversary-mayors-kaine-senate/
1081057749	20230120	202301	2023	2023.0548	GOV	PRESIDENT						GOV			USAGOV	THE WHITE HOUSE	USA					GOV			1	110	110	11	3	-2.0	6	1	6	-1.80505415162455	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20230120131500	https://www.washingtonpost.com/politics/2023/01/20/biden-anniversary-mayors-kaine-senate/
1081057750	20230120	202301	2023	2023.0548	GOVBUS	RESERVE BANK						GOV	BUS		BUS	INVESTOR						BUS			1	060	060	06	2	6.0	10	1	10	2.15633423180593	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20230120131500	https://www.prokerala.com/news/articles/a1383574.html
1081057751	20230120	202301	2023	2023.0548	GOVHLH	HEALTH DEPARTMENT						GOV	HLH		GOV	MAYOR						GOV			0	040	040	04	1	1.0	7	1	7	-2.32198142414861	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20230120131500	https://www.thegazette.com/environment-nature/towns-drinking-water-contamination-returns-after-testing-ends/
1081057752	20230120	202301	2023	2023.0548	GOVHLH	HEALTH DEPARTMENT						GOV	HLH		LEG	LAWMAKER						LEG			0	040	040	04	1	1.0	7	1	7	-2.32198142414861	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20230120131500	https://www.thegazette.com/environment-nature/towns-drinking-water-contamination-returns-after-testing-ends/
1081057753	20230120	202301	2023	2023.0548	GOVHLH	HEALTH DEPARTMENT						GOV	HLH		USA	RHODE ISLAND	USA								1	010	010	01	1	0.0	10	1	10	-6.37408568443051	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20230120131500	https://www.providencejournal.com/story/news/drugs/2023/01/20/animal-sedative-xylazine-ri-drug-supply-increases-overdose-risk/69821190007/
1081057754	20230120	202301	2023	2023.0548	GOVHLH	HEALTH DEPARTMENT						GOV	HLH		USA	IOWA	USA								1	020	020	02	1	3.0	1	1	1	-2.32198142414861	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20230120131500	https://www.thegazette.com/environment-nature/towns-drinking-water-contamination-returns-after-testing-ends/
1081057755	20230120	202301	2023	2023.0548	GOVHLH	HEALTH DEPARTMENT						GOV	HLH		USA	IOWA	USA								1	020	020	02	1	3.0	1	1	1	-2.32198142414861	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20230120131500	https://www.thegazette.com/environment-nature/towns-drinking-water-contamination-returns-after-testing-ends/
1081057756	20230120	202301	2023	2023.0548	GOVHLH	HEALTH DEPARTMENT						GOV	HLH		USA	IOWA	USA								1	020	020	02	1	3.0	6	1	6	-2.32198142414861	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20230120131500	https://www.thegazette.com/environment-nature/towns-drinking-water-contamination-returns-after-testing-ends/
1081057757	20230120	202301	2023	2023.0548	GOVMIL	MILITARY JUNTA						GOV	MIL												0	020	020	02	1	3.0	10	1	10	-2.5	1	Indonesia	ID	ID		-5	120	ID	0								1	Indonesia	ID	ID		-5	120	ID	20230120131500	https://thediplomat.com/2023/01/myanmar-junta-should-hand-power-to-qualified-leaders-indonesian-minister/
1081057758	20230120	202301	2023	2023.0548	GOVMIL	DEFENSE MINIST						GOV	MIL												0	0831	083	08	2	5.0	3	1	3	-0.0400320256205	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20230120131500	https://www.politico.eu/newsletter/berlin-bulletin/pistorius-first-day-scholzology-lessons-electoral-reform/
1081057759	20230120	202301	2023	2023.0548	GOVMIL	DEFENSE MINIST						GOV	MIL												1	128	128	12	3	-5.0	3	1	3	-2.75119617224881	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.timesofisrael.com/gallant-defies-smotrich-orders-evacuation-of-illegal-west-bank-outpost/
1081057760	20230120	202301	2023	2023.0548	GOVMIL	DEFENSE MINIST						GOV	MIL		CVL	SETTLEMENT						CVL			1	166	166	16	4	-7.0	5	1	5	-2.75119617224881	4	Migdalim, West Bank (general), West Bank	WE	WE00	32684	32.0833	35.3333	-795429	4	Migdalim, West Bank (general), West Bank	WE	WE00	32684	32.0833	35.3333	-795429	4	Migdalim, West Bank (general), West Bank	WE	WE00	32684	32.0833	35.3333	-795429	20230120131500	https://www.timesofisrael.com/gallant-defies-smotrich-orders-evacuation-of-illegal-west-bank-outpost/
1081057761	20230120	202301	2023	2023.0548	GOVMIL	DEFENSE MINIST						GOV	MIL		DEU	GERMANY	DEU								0	020	020	02	1	3.0	1	1	1	-0.0400320256205	5	Lower Saxony, Niedersachsen, Germany	GM	GM06	40698	52	10	-1833951	5	Lower Saxony, Niedersachsen, Germany	GM	GM06	40698	52	10	-1833951	5	Lower Saxony, Niedersachsen, Germany	GM	GM06	40698	52	10	-1833951	20230120131500	https://www.politico.eu/newsletter/berlin-bulletin/pistorius-first-day-scholzology-lessons-electoral-reform/
1081057762	20230120	202301	2023	2023.0548	GOVMIL	DEFENSE MINIST						GOV	MIL		DEU	GERMANY	DEU								0	0831	083	08	2	5.0	1	1	1	-0.0400320256205	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20230120131500	https://www.politico.eu/newsletter/berlin-bulletin/pistorius-first-day-scholzology-lessons-electoral-reform/
1081057763	20230120	202301	2023	2023.0548	GOVMIL	DEFENSE MINIST						GOV	MIL		ISR	ISRAEL	ISR								0	043	043	04	1	2.8	4	1	4	-2.75119617224881	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.timesofisrael.com/gallant-defies-smotrich-orders-evacuation-of-illegal-west-bank-outpost/
1081057764	20230120	202301	2023	2023.0548	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		ISRGOV	ISRAEL	ISR					GOV			1	040	040	04	1	1.0	2	1	2	-10.5882352941176	4	Ramallah, West Bank (general), West Bank	WE	WE00	68767	31.9026	35.1955	-795956	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20230120131500	https://www.radio.gov.pk/20-01-2023/palestinian-president-urges-us-intervention-to-stop-israels-extremist-measures
1081057765	20230120	202301	2023	2023.0548	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		ISRGOV	ISRAEL	ISR					GOV			1	040	040	04	1	1.0	2	1	2	-10.5882352941176	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20230120131500	https://www.radio.gov.pk/20-01-2023/palestinian-president-urges-us-intervention-to-stop-israels-extremist-measures
1081057766	20230120	202301	2023	2023.0548	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		PSE	PALESTINIAN	PSE								1	040	040	04	1	1.0	4	1	4	-10.5882352941176	4	Ramallah, West Bank (general), West Bank	WE	WE00	68767	31.9026	35.1955	-795956	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20230120131500	https://www.radio.gov.pk/20-01-2023/palestinian-president-urges-us-intervention-to-stop-israels-extremist-measures
1081057767	20230120	202301	2023	2023.0548	GOVMIL	DEFENSE MINIST						GOV	MIL		PSE	WEST BANK	PSE								1	128	128	12	3	-5.0	2	1	2	-2.75119617224881	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.timesofisrael.com/gallant-defies-smotrich-orders-evacuation-of-illegal-west-bank-outpost/
1081057768	20230120	202301	2023	2023.0548	GOVMIL	DEFENSE MINIST						GOV	MIL		PSE	WEST BANK	PSE								1	171	171	17	4	-9.2	5	1	5	-2.75119617224881	4	Migdalim, West Bank (general), West Bank	WE	WE00	32684	32.0833	35.3333	-795429	4	Migdalim, West Bank (general), West Bank	WE	WE00	32684	32.0833	35.3333	-795429	4	Migdalim, West Bank (general), West Bank	WE	WE00	32684	32.0833	35.3333	-795429	20230120131500	https://www.timesofisrael.com/gallant-defies-smotrich-orders-evacuation-of-illegal-west-bank-outpost/
1081057769	20230120	202301	2023	2023.0548	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		PSEGOV	PALESTINIAN	PSE					GOV			1	040	040	04	1	1.0	2	1	2	-10.5882352941176	4	Ramallah, West Bank (general), West Bank	WE	WE00	68767	31.9026	35.1955	-795956	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20230120131500	https://www.radio.gov.pk/20-01-2023/palestinian-president-urges-us-intervention-to-stop-israels-extremist-measures
1081057770	20230120	202301	2023	2023.0548	GOVMIL	DEFENCE MINIST						GOV	MIL		USAMED	REUTERS	USA					MED			0	013	013	01	1	0.4	3	1	3	-1.27523910733262	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Ramstein, Baden-Wüberg, Germany	GM	GM01	16526	48.2034	8.37174	-1846389	4	Ramstein, Baden-Wüberg, Germany	GM	GM01	16526	48.2034	8.37174	-1846389	20230120131500	https://www.shorenewsnetwork.com/2023/01/20/european-leaders-urge-berlin/
1081057771	20230120	202301	2023	2023.0548	GRC	GREECE	GRC								MED	MAGAZINE						MED			0	013	013	01	1	0.4	2	1	2	1.95530726256984	4	Ptolemaida, Perifereia Dytikis Makedonias, Greece	GR	GR56	16687	40.5147	21.6786	-827365	4	Ptolemaida, Perifereia Dytikis Makedonias, Greece	GR	GR56	16687	40.5147	21.6786	-827365	4	Ptolemaida, Perifereia Dytikis Makedonias, Greece	GR	GR56	16687	40.5147	21.6786	-827365	20230120131500	https://www.pv-magazine.com/2023/01/20/greek-utility-reaches-financial-close-on-230-mw-of-solar-at-former-coal-mine/
1081057772	20230120	202301	2023	2023.0548	GRCGOV	GREECE	GRC					GOV			MED	MAGAZINE						MED			0	010	010	01	1	0.0	2	1	2	1.95530726256984	4	Ptolemaida, Perifereia Dytikis Makedonias, Greece	GR	GR56	16687	40.5147	21.6786	-827365	4	Ptolemaida, Perifereia Dytikis Makedonias, Greece	GR	GR56	16687	40.5147	21.6786	-827365	4	Ptolemaida, Perifereia Dytikis Makedonias, Greece	GR	GR56	16687	40.5147	21.6786	-827365	20230120131500	https://www.pv-magazine.com/2023/01/20/greek-utility-reaches-financial-close-on-230-mw-of-solar-at-former-coal-mine/
1081057773	20230120	202301	2023	2023.0548	GRDGOVMED	BRIAN MC	GRD					GOV	MED												1	040	040	04	1	1.0	6	1	6	1.19176598049838	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20230120131500	https://www.thenews-messenger.com/story/news/local/2023/01/20/pocock-others-put-best-paw-forward-to-remember-four-legged-friends/69802189007/
1081057774	20230120	202301	2023	2023.0548	GRDGOVMED	BRIAN MC	GRD					GOV	MED		DEU	GERMANY	DEU								1	040	040	04	1	1.0	2	1	2	1.19176598049838	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20230120131500	https://www.thenews-messenger.com/story/news/local/2023/01/20/pocock-others-put-best-paw-forward-to-remember-four-legged-friends/69802189007/
1081057775	20230120	202301	2023	2023.0548	HLH	NURSE						HLH													0	010	010	01	1	0.0	5	1	5	-3.82890651948948	4	Akropong, Ghana (general), Ghana	GH	GH00	190721	5.78256	-2.08763	-2069012	0								4	Akropong, Ghana (general), Ghana	GH	GH00	190721	5.78256	-2.08763	-2069012	20230120131500	https://www.graphic.com.gh/news/general-news/one-year-after-apiatse-explosion-victims-cry-for-more-help.html
1081057776	20230120	202301	2023	2023.0548	HLH	DOCTOR						HLH													0	010	010	01	1	0.0	6	1	6	-5.08474576271186	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20230120131500	http://www.msn.com/en-us/health/medical/five-early-signs-of-pancreatic-cancer-as-man-battles-disease-for-a-second-time/ar-AA16yG1a
1081057777	20230120	202301	2023	2023.0548	HLH	HOSPITAL						HLH													1	028	028	02	1	4.0	10	1	10	-4.04040404040404	0								0								0								20230120131500	https://galwaybayfm.ie/galway-bay-fm-news-desk/taoiseach-asked-to-intervene-over-capacity-issues-at-portiuncula-hospital/
1081057778	20230120	202301	2023	2023.0548	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	10	1	10	-4.42203258339798	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230120131500	https://www.bnnbloomberg.ca/what-abortion-in-america-looks-like-50-years-after-roe-v-wade-1.1872746
1081057779	20230120	202301	2023	2023.0548	HLH	DOCTOR						HLH													0	114	114	11	3	-2.0	10	1	10	-7.53968253968254	0		GG	GG			42	GG	0								0		GG	GG			42	GG	20230120131500	https://www.vanguardngr.com/2023/01/retired-soldier-shoots-five-dead-in-georgia/
1081057780	20230120	202301	2023	2023.0548	HLH	HOSPITAL						HLH			AFG	HERAT	AFG								1	043	043	04	1	2.8	5	1	5	-3.68663594470046	4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	20230120131500	https://www.devdiscourse.com/article/international/2326210-vulnerable-afghan-families-receive-humanitarian-aid-post-talibans-takeover
1081057781	20230120	202301	2023	2023.0548	HLH	HOSPITAL						HLH			EDU	PUPIL						EDU			0	043	043	04	1	2.8	10	1	10	-3.0511811023622	3	Richneck Elementary School, Virginia, United States	US	USVA	VA700	37.1564	-76.5238	1779530	3	Richneck Elementary School, Virginia, United States	US	USVA		37.1564	-76.5238	1779530	3	Richneck Elementary School, Virginia, United States	US	USVA		37.1564	-76.5238	1779530	20230120131500	https://www.washingtonpost.com/dc-md-va/2023/01/20/virginia-assembly-youngkin-richneck-shooting/
1081057782	20230120	202301	2023	2023.0548	HLH	DOCTOR						HLH			GBR	UNITED KINGDOM	GBR								0	010	010	01	1	0.0	4	1	4	-5.08474576271186	4	Surbiton, Kingston upon Thames, United Kingdom	UK	UKG7	40133	51.3833	-0.3	-2609137	4	Surbiton, Kingston upon Thames, United Kingdom	UK	UKG7	40133	51.3833	-0.3	-2609137	4	Surbiton, Kingston upon Thames, United Kingdom	UK	UKG7	40133	51.3833	-0.3	-2609137	20230120131500	http://www.msn.com/en-us/health/medical/five-early-signs-of-pancreatic-cancer-as-man-battles-disease-for-a-second-time/ar-AA16yG1a
1081057783	20230120	202301	2023	2023.0548	HLH	HOSPITAL						HLH			GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	4	1	4	-5.08474576271186	4	Surbiton, Kingston upon Thames, United Kingdom	UK	UKG7	40133	51.3833	-0.3	-2609137	4	Surbiton, Kingston upon Thames, United Kingdom	UK	UKG7	40133	51.3833	-0.3	-2609137	4	Surbiton, Kingston upon Thames, United Kingdom	UK	UKG7	40133	51.3833	-0.3	-2609137	20230120131500	http://www.msn.com/en-us/health/medical/five-early-signs-of-pancreatic-cancer-as-man-battles-disease-for-a-second-time/ar-AA16yG1a
1081057784	20230120	202301	2023	2023.0548	HLH	DOCTOR						HLH			GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	6	1	6	0	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20230120131500	https://www.bristol247.com/news-and-features/news/doctor-who-returns-bristol-filming/
1081057785	20230120	202301	2023	2023.0548	HLH	HOSPITAL						HLH			GHA	GHANA	GHA								0	100	100	10	3	-5.0	4	1	4	-3.82890651948948	4	Duayaw Nkwanta, Ghana (general), Ghana	GH	GH00	190629	7.17242	-2.1028	-2072586	4	Duayaw Nkwanta, Ghana (general), Ghana	GH	GH00	190629	7.17242	-2.1028	-2072586	4	Duayaw Nkwanta, Ghana (general), Ghana	GH	GH00	190629	7.17242	-2.1028	-2072586	20230120131500	https://www.graphic.com.gh/news/general-news/one-year-after-apiatse-explosion-victims-cry-for-more-help.html
1081057786	20230120	202301	2023	2023.0548	HLH	HOSPITAL						HLH			GHA	GHANA	GHA								0	190	190	19	4	-10.0	4	1	4	-3.82890651948948	4	Duayaw Nkwanta, Ghana (general), Ghana	GH	GH00	190629	7.17242	-2.1028	-2072586	4	Duayaw Nkwanta, Ghana (general), Ghana	GH	GH00	190629	7.17242	-2.1028	-2072586	4	Duayaw Nkwanta, Ghana (general), Ghana	GH	GH00	190629	7.17242	-2.1028	-2072586	20230120131500	https://www.graphic.com.gh/news/general-news/one-year-after-apiatse-explosion-victims-cry-for-more-help.html
1081057787	20230120	202301	2023	2023.0548	HLH	NURSE						HLH			GOV	ADMINISTRATION						GOV			0	043	043	04	1	2.8	5	1	5	-4.76990258649648	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230120131500	https://www.dovepress.com/online-questionnaire-based-study-on-the-knowledge-attitude-and-practic-peer-reviewed-fulltext-article-OPTH
1081057788	20230120	202301	2023	2023.0548	HTI	HAITI	HTI								IRL	GALWAY	IRL								1	046	046	04	1	7.0	10	1	10	-2.3121387283237	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20230120131500	https://galwaybayfm.ie/podcasts/galway-talks-with-keith-finnegan-friday-20th-january-2023-9am-12pm/
1081057789	20230120	202301	2023	2023.0548	IDN	INDONESIA	IDN								IGOSEAASN	ASEAN	SEA	ASN				IGO			0	020	020	02	1	3.0	2	1	2	-2.5	1	Cambodia	CB	CB		13	105	CB	1	Indonesia	ID	ID		-5	120	ID	1	Cambodia	CB	CB		13	105	CB	20230120131500	https://thediplomat.com/2023/01/myanmar-junta-should-hand-power-to-qualified-leaders-indonesian-minister/
1081057790	20230120	202301	2023	2023.0548	IDN	INDONESIA	IDN								IGOSEAASN	ASEAN	SEA	ASN				IGO			0	020	020	02	1	3.0	8	1	8	-2.5	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20230120131500	https://thediplomat.com/2023/01/myanmar-junta-should-hand-power-to-qualified-leaders-indonesian-minister/
1081057791	20230120	202301	2023	2023.0548	IGOBUSIMF	INTERNATIONAL MONETARY FUND		IMF				IGO	BUS												1	040	040	04	1	1.0	6	1	6	1.79487179487179	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230120131500	https://www.pna.gov.ph/articles/1193232
1081057792	20230120	202301	2023	2023.0548	IGOBUSIMF	INTERNATIONAL MONETARY FUND		IMF				IGO	BUS												1	046	046	04	1	7.0	6	1	6	1.79487179487179	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230120131500	https://www.pna.gov.ph/articles/1193232
1081057793	20230120	202301	2023	2023.0548	IGOBUSIMF	INTERNATIONAL MONETARY FUND		IMF				IGO	BUS		PHL	PHILIPPINE	PHL								1	040	040	04	1	1.0	4	1	4	1.79487179487179	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230120131500	https://www.pna.gov.ph/articles/1193232
1081057794	20230120	202301	2023	2023.0548	IGOBUSIMF	INTERNATIONAL MONETARY FUND		IMF				IGO	BUS		PHL	PHILIPPINE	PHL								1	046	046	04	1	7.0	4	1	4	1.79487179487179	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230120131500	https://www.pna.gov.ph/articles/1193232
1081057795	20230120	202301	2023	2023.0548	IGOEUREEC	THE EU	EUR	EEC				IGO			AZE	AZERBAIJAN	AZE								1	057	057	05	1	8.0	10	1	10	0	1	Italy	IT	IT		42.833333	12.833333	IT	1	Greece	GR	GR		39	22	GR	1	Italy	IT	IT		42.833333	12.833333	IT	20230120131500	https://english.nv.ua/business/azerbaijan-to-double-gas-supplies-to-europe-taking-gazprom-s-share-50298826.html
1081057796	20230120	202301	2023	2023.0548	IGOEUREEC	THE EU	EUR	EEC				IGO			GOV	INTERIM GOVERNMENT						GOV			0	051	051	05	1	3.4	5	1	5	-7.32484076433121	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20230120131500	https://moderndiplomacy.eu/2023/01/20/the-us-and-venezuela-opposition-parties-stance-on-the-maduro-regime/
1081057797	20230120	202301	2023	2023.0548	IGOMEAARL	ARAB LEAGUE	MEA	ARL				IGO			SYRGOV	SYRIA	SYR					GOV			1	043	043	04	1	2.8	1	1	1	-5.18867924528302	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	1	Syria	SY	SY		35	38	SY	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	20230120131500	https://www.newarab.com/news/syria-regime-permits-import-saudi-goods
1081057798	20230120	202301	2023	2023.0548	IGOMEAARL	ARAB LEAGUE	MEA	ARL				IGO			SYRGOV	SYRIA	SYR					GOV			1	043	043	04	1	2.8	1	1	1	-5.18867924528302	1	Syria	SY	SY		35	38	SY	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20230120131500	https://www.newarab.com/news/syria-regime-permits-import-saudi-goods
1081057799	20230120	202301	2023	2023.0548	IGOUNO	THE UN		UNO				IGO													0	040	040	04	1	1.0	20	2	20	-1.41770563788912	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230120131500	https://www.bbc.co.uk/news/world-asia-64341817
1081057800	20230120	202301	2023	2023.0548	IGOUNO	THE SECURITY COUNCIL		UNO				IGO													0	040	040	04	1	1.0	8	1	8	-1.94986072423399	4	Artsakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	0								4	Artsakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	20230120131500	https://artsakhpress.am/eng/news/175911/five-types-of-food-products%E2%80%99-sale-with-coupons-starts-in-artsakh.html
1081057801	20230120	202301	2023	2023.0548	IGOUNO	THE UN		UNO				IGO			AGR	FARMER						AGR			0	020	020	02	1	3.0	5	1	5	-7.33772342427093	4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	20230120131500	https://www.downtoearth.org.in/news/africa/quelea-environmentalists-protest-kenyan-government-s-move-to-poison-millions-of-feathered-locusts--87235
